capacity,failure_rate,margin,price,prod_cost,product_type:_auto-portee,product_type:_electrique,product_type:_essence,Quality:_Basic,Quality:_High,Quality:_Medium,Warranty_years:_1,Warranty_years:_2,Warranty_years:_3,Perc_Margin:_High,Perc_Margin:_Low,Perc_Margin:_Medium,attractiveness
-1.1354067207611769,-1.663227199135532,2.2635002957753145,-0.7336643141669746,-4.686895775648076,1,0,0,0,0,1,0,0,1,0,0,0,0.9078336066639
-1.6532938807806417,-1.6850817121334716,2.908610416928897,2.537372971069756,0.7823992062654495,1,0,0,0,1,0,0,0,1,0,0,1,0.826116132268827
-1.3973678261733364,-1.6917411834619622,2.486790273577453,2.297447414021754,0.9193338466223738,1,0,0,1,0,0,0,0,1,0,0,1,0.6544140381935709
-1.225174941421275,-1.711477166736699,2.7081822914706826,2.4161554099646625,0.8333520590405521,1,0,0,1,0,0,0,0,1,0,0,1,0.6421900545601431
-1.5881894878631762,-1.8011704413465743,2.3060158029998683,2.032834170355429,0.6616504780464325,1,0,0,1,0,0,0,0,1,0,0,1,0.7049307445809118
-1.549133910065423,-1.7727066905858857,3.1608125530383435,2.598918010437014,0.5403713599028608,1,0,0,0,1,0,0,0,1,1,0,0,0.9140487313567351
-0.823884654053465,-1.7939124385665364,2.0686665092821417,1.9608881298324068,0.8619989969215691,1,0,0,1,0,0,0,0,1,0,0,1,0.6942846437822632
-1.4002328584912476,-1.6832671206154304,2.5177358283549762,2.0455596332953303,0.3823266475113234,1,0,0,1,0,0,0,0,1,1,0,0,0.7095014906836088
-1.2911992618906538,-1.7745071418938363,2.909626045249309,2.612911876260287,0.9286493164403848,1,0,0,0,0,1,0,0,1,0,0,1,0.7255955152338708
-1.6838279659963489,-1.7753761650517283,2.7167889332087882,2.471737437715067,0.9296712711755828,1,0,0,0,1,0,0,0,1,0,0,1,0.8674192614647641
-1.3872880608889766,-1.8545137993219265,2.752341684121297,2.3633780041673047,0.6667008024221351,1,0,0,1,0,0,0,0,1,0,0,1,0.6125440910767412
-1.809887053090914,-1.7831987609627875,2.881245851712516,2.4011995155266117,0.5554429371760983,1,0,0,0,0,1,0,0,1,0,0,1,0.749734392105989
-0.6795316209038444,-1.6916257452897328,2.684906430216022,2.3091930159085345,0.657640538580031,1,0,0,1,0,0,0,0,1,0,0,1,0.7099010553390009
-1.871691303266916,-1.7986218250407044,2.53246261438735,2.297619628159804,0.8540468561209805,1,0,0,0,0,1,0,0,1,0,0,1,0.8473088002679321
-1.3093832083450987,-1.751097219450215,3.0866113423715227,2.6168288635502317,0.6820094851491547,1,0,0,0,0,1,0,0,1,0,0,1,0.8145503115204142
-1.6146590069814684,-1.6946352797434523,2.4652461930066263,0.3831518622804013,-2.7929402432469828,1,0,0,1,0,0,0,0,1,0,0,0,0.6996004678350611
-1.3812256483935366,-1.6985249946271301,2.436999046564253,2.2393030165311028,0.8771797186765261,1,0,0,1,0,0,0,0,1,0,0,1,0.7869805111200813
-1.4613450752549455,-1.7682266613371052,2.8899713109576104,0.6334446803622753,-2.913776632106955,1,0,0,0,0,1,0,0,1,0,0,0,0.7267703545991689
-2.4014977111581732,-1.7387417404239842,2.4087642714247446,2.066651452411606,0.5801442032110841,1,0,0,1,0,0,0,0,1,0,0,1,0.740499977548336
-1.5803491388900763,-1.7225762490484648,2.60240931063468,2.394002630919652,0.9420129333823178,1,0,0,0,0,1,0,0,1,0,0,1,0.7367976858979314
-1.120514645588113,-1.857092784193746,2.7756693250928275,2.353572076266502,0.6140081763339802,1,0,0,1,0,0,0,0,1,0,0,1,0.5975464528417637
-1.4437996699115534,-1.726842221494296,2.4197098154373493,2.302440869012309,1.0254818187682966,1,0,0,1,0,0,0,0,1,0,0,1,0.7507862743665904
-0.952229070852707,-1.789716334520938,2.807878306420845,2.548494840123046,0.9488826917811698,1,0,0,0,1,0,0,0,1,0,0,1,0.90678527590011
-2.4009233705609474,-1.75017031934291,2.5845505297638054,2.2397934857997592,0.6661312579866243,1,0,0,1,0,0,0,0,1,0,0,1,0.6601652801227235
-1.4823746587052151,-1.6774450101918643,2.733820781623513,2.39016598933477,0.7456937815909078,1,0,0,0,0,1,0,0,1,0,0,1,0.7968995335325377
-1.1378354450209855,-1.7124894041308485,2.629288225506429,2.2542756942399738,0.6301690825437118,1,0,0,0,0,1,0,0,1,0,0,1,0.8241957837511079
-0.7479212550735498,-1.7100904268011483,2.8073457826556507,2.464073553392652,0.7845697560796494,1,0,0,1,0,0,0,0,1,0,0,1,0.6359654073081876
-2.401446447774291,-1.7601943990723783,2.8148906374597797,2.515431167669038,0.8741541304455825,1,0,0,1,0,0,0,0,1,0,0,1,0.5269678078432386
-1.0756333004048595,-1.7558191178374676,2.5037546728911453,2.2602917479878037,0.8223042604945171,1,0,0,1,0,0,0,0,1,0,0,1,0.7081106394904012
-1.4954543472116302,-1.7206397771548072,2.703974654948684,2.3591213984746946,0.7278729694534963,1,0,0,1,0,0,0,0,1,0,0,1,0.6803423652562867
-1.4194008180320248,-1.7685351175866433,2.6454666501015662,2.352740271794456,0.799461766277947,1,0,0,1,0,0,0,0,1,0,0,1,0.7105139620421035
-1.3547629854112109,-1.7293698088321738,2.5159642359931818,2.155362621022104,0.5995818131829412,1,0,0,1,0,0,0,0,1,0,0,1,0.7537979471859829
-1.8267121719939492,-1.7219744502341632,2.676544938592074,2.3684247884279577,0.785476945073257,1,0,0,0,0,1,0,0,1,0,0,1,0.7587949371148299
-1.5934761594016862,-1.7965084442709918,2.86967931118118,2.545992171586223,0.85519094163295,1,0,0,0,1,0,0,0,1,0,0,1,0.8733871984757029
-1.4889488333491858,-1.7489274704217108,2.805477807918352,2.3731423186004106,0.6094460400724746,1,0,0,1,0,0,0,0,1,0,0,1,0.6556962912753279
-0.4080898439053784,-1.8199541738536296,2.3790851402632587,2.1518639884464,0.7894135980575788,1,0,0,1,0,0,0,0,1,0,0,1,0.5945840245300266
-1.7659474076513828,-1.6752752966262257,2.9256965405041955,2.5261042728461156,0.735814314200037,1,0,0,1,0,0,0,0,1,0,0,1,0.5635797769575512
-1.8137727774865928,-1.6689099516109478,2.4192943301879435,2.106531393843575,0.6429957871962723,1,0,0,1,0,0,0,0,1,0,0,1,0.7853800995320747
-1.3923671544839742,-1.7795298615547932,2.48365670712008,2.232101844792464,0.7960590036120372,1,0,0,1,0,0,0,0,1,0,0,1,0.7035670978305937
-1.5670412692083215,-1.764327159978296,2.82710879745655,2.4489354106610977,0.7265722619208604,1,0,0,0,0,1,0,0,1,0,0,1,0.7609038092019964
-1.4998314410305578,-1.7442662503743698,2.7563010568119197,2.464679614835391,0.8590978382816283,1,0,0,1,0,0,0,0,1,0,0,1,0.7136573676575533
-1.4725418803998742,-1.7542355965648646,2.455229518788873,2.131417649704938,0.6400255463690654,1,0,0,1,0,0,0,0,1,0,0,1,0.6995815913102751
-0.7599205700141995,-1.6773697240348648,2.6547571633450824,2.3945340693734503,0.8678367461721374,1,0,0,1,0,0,0,0,1,0,0,1,0.6968956059410936
-1.09409831245041,-1.6831190319888332,2.9586713337273323,2.6372031090697186,0.9056784773142944,1,0,0,1,0,0,0,0,1,0,0,1,0.5918811111685923
-1.8933650867743923,-1.7939360504713135,2.6827564385220724,2.2697004770422033,0.5835056888040799,1,0,0,1,0,0,0,0,1,0,0,1,0.6481820850850609
-1.3466199311457745,-1.7712798635547518,2.39173247001313,2.2424385052832494,0.9483516015382742,1,0,0,1,0,0,0,0,1,0,0,1,0.6842031045276997
-1.591071853463894,-1.7045582473193368,2.5595879997384743,2.179479057549193,0.584059026883113,1,0,0,1,0,0,0,0,1,0,0,1,0.7169727147582431
-1.4391202354642565,-1.703141025315742,2.753255351029209,2.4377559086348337,0.8108271841291059,1,0,0,1,0,0,0,0,1,0,0,1,0.6726401857489215
-1.5032564502842107,-1.7077332765041202,2.7404990912922544,2.4123864117588245,0.7795481334661305,1,0,0,0,0,1,0,0,1,0,0,1,0.8107650576193399
-1.484313674316289,-1.768196237534703,2.6497778937151906,2.3731358829395344,0.8331489566679244,1,0,0,0,1,0,0,0,1,0,0,1,0.87383261674691
-1.1208688898666723,-1.7743178869042233,2.326423015481954,2.0073678898040126,0.5825316498412002,1,0,0,1,0,0,0,0,1,0,0,1,0.7836264167442879
-1.711167720114792,-1.7321361404318247,2.7458026700853178,2.4867700543316347,0.9173781447755772,1,0,0,1,0,0,0,0,1,0,0,1,0.6164281502927921
-1.9250630458416544,-1.802981369582356,2.431998492212012,2.1163589590460425,0.6439588714139166,1,0,0,1,0,0,0,0,1,0,0,1,0.6039106464524344
-0.9895770937171868,-1.7174808691831422,2.930960807869861,0.3467634801929283,-3.5332506871995752,1,0,0,0,1,0,0,0,1,0,0,0,0.8027193645930859
-2.4016219647485952,-1.7622417312286591,2.5923931421744113,2.279323020976833,0.7321590788061108,1,0,0,1,0,0,0,0,1,0,0,1,0.598617851815447
-0.864989178241454,-1.7420896027750572,2.69682577879924,2.2759957034668297,0.5756000688781123,1,0,0,1,0,0,0,0,1,0,0,1,0.6184169331422275
-1.4502518000787128,-1.7609253430051606,2.4890233376633577,-0.703311725030058,-4.951584071100716,1,0,0,1,0,0,0,0,1,0,0,0,0.68085235357213
-1.5819885759463788,-1.7177777892787918,2.6258351491072247,2.3080049404926117,0.7401932075666271,1,0,0,1,0,0,0,0,1,0,0,1,0.6631933315304336
-1.7866827348220515,-1.7144143510612333,2.426076183592417,2.2319698320507007,0.8785347296913878,1,0,0,0,0,1,0,0,1,0,0,1,0.8200408748998986
-2.401518734937348,-1.8300610470201075,2.738982091924063,2.350878117755838,0.6614539858548637,1,0,0,0,1,0,0,0,1,0,0,1,0.8551902446539947
-0.8388579590074939,-1.7430707128404923,2.4702939796828267,0.5809311558550754,-2.41345381837834,1,0,0,1,0,0,0,0,1,0,0,0,0.76781411977954
-1.3780393470763916,-1.8686446288718752,2.6393202490565564,2.0740902089212017,0.263418497311235,1,0,0,1,0,0,0,0,1,1,0,0,0.7303665777017758
-1.5581459374016764,-1.715548657208028,2.5546366897065087,2.2624992441357468,0.7535116186558681,1,0,0,1,0,0,0,0,1,0,0,1,0.7569504211995561
-2.024680835584157,-1.7739091815623735,2.4039456157922645,2.21954514705127,0.8860374306828384,1,0,0,1,0,0,0,0,1,0,0,1,0.6386875490879829
-1.2621367998049524,-1.85842330231029,2.8978531408328814,2.539562257460364,0.802136614526226,1,0,0,0,1,0,0,0,1,0,0,1,0.8257479778336586
-0.9097772778114084,-1.7523116153115517,2.261345296156795,1.9616145226772008,0.5865712535784684,1,0,0,1,0,0,0,0,1,0,0,1,0.7807561204629209
-1.7747281935473025,-1.765443797344324,2.4702028159092344,2.028951445480099,0.41814808153074173,1,0,0,1,0,0,0,0,1,1,0,0,0.8073137699625509
-1.9088141950010908,-1.7224928881056898,2.661960990725149,2.307425448261584,0.6871530937760467,1,0,0,1,0,0,0,0,1,0,0,1,0.7337935004449594
-1.6467115559837466,-1.7173520418917727,2.5954685519780645,2.310842887502748,0.7893744232126972,1,0,0,1,0,0,0,0,1,0,0,1,0.5182880841275762
-1.2250663273606728,-1.6691330695022712,2.462960687071494,2.3333486145157925,1.0237745999298036,1,0,0,1,0,0,0,0,1,0,0,1,0.6847779231448766
-1.5479206290841163,-1.7328566290560243,2.585515958381704,2.358343143338286,0.8965570796934973,1,0,0,1,0,0,0,0,1,0,0,1,0.5875934741654333
-1.6945570292353074,-1.7394834511637964,2.4030025562120003,2.1676656761167483,0.7859469054444012,1,0,0,0,0,1,0,0,1,0,0,1,0.8251228635993347
-1.407780051525411,-1.7753540300879531,2.6886158877185804,2.4637890980398245,0.954609114554084,1,0,0,1,0,0,0,0,1,0,0,1,0.7003077403709755
-1.514477150218165,-1.7792603660237705,2.6001397892113447,2.2714990717277925,0.7057293891716133,1,0,0,0,1,0,0,0,1,0,0,1,0.9022391464075884
-1.3063066813721205,-1.766444658019772,2.4814077747026544,2.154855582570244,0.6482423710805376,1,0,0,0,1,0,0,0,1,0,0,1,0.8134662909163614
-1.1222750277797016,-1.818894355033409,2.7888698423901697,2.4131489341787264,0.7115382591530006,1,0,0,1,0,0,0,0,1,0,0,1,0.5693947833277904
-1.6557633032457153,-1.8184935939073557,2.8657665199010736,2.3213293775384685,0.4215054923117427,1,0,0,0,0,1,0,0,1,1,0,0,0.8918329868735129
-2.401604278484032,-1.756606036925093,2.294189711189015,2.023285952389112,0.6599719873830939,1,0,0,1,0,0,0,0,1,0,0,1,0.6442032960811964
-1.3725551199783643,-1.7368365373928618,2.629096625464613,2.2498587336492752,0.6218074192409337,1,0,0,1,0,0,0,0,1,0,0,1,0.6452119870163396
-1.7764399657192933,-1.7478573758129965,2.5437821122805304,-0.7152135109748159,-5.053536392062275,1,0,0,0,1,0,0,0,1,0,0,0,0.8105905326766146
-1.7435740070318817,-1.809882955007911,2.289949166435852,2.090445346097209,0.7973889985809988,1,0,0,1,0,0,0,0,1,0,0,1,0.7303501440956369
-2.40150963295096,-1.7644197837560882,2.6078916014444284,2.2849881928715314,0.7209680330197653,1,0,0,0,0,1,0,0,1,0,0,1,0.8207475482961869
-1.9783343686820225,-1.7203881037923414,2.538750669310104,2.1742206236173045,0.6037165026245478,1,0,0,1,0,0,0,0,1,0,0,1,0.7623299382068094
-1.7109046427503272,-1.6803819577133765,2.5597669409627564,2.196456806961105,0.6170003497360885,1,0,0,1,0,0,0,0,1,0,0,1,0.6817859178471544
-1.6955155701944111,-1.7626605786215492,2.6412376774835176,2.3262709425100803,0.7537797668798183,1,0,0,1,0,0,0,0,1,0,0,1,0.6352694596312145
-1.0919407567785508,-1.7592766038990382,2.7546586546894885,2.411884982913283,0.7582226413442423,1,0,0,0,0,1,0,0,1,0,0,1,0.8880813253140604
-1.7360398846415859,-1.7228474045904347,2.4300146940883214,2.208223910208861,0.8264427564926626,1,0,0,1,0,0,0,0,1,0,0,1,0.6021163658672424
-1.3730986290519789,-1.7969321659632034,2.586830676626235,2.316207375869985,0.8122754130020066,1,0,0,1,0,0,0,0,1,0,0,1,0.7185392229226617
-1.225937679466469,-1.731199895664481,2.826714790583647,0.52586757199403,-3.0332444532071965,1,0,0,0,0,1,0,0,1,0,0,0,0.7096738574319467
-0.7062330193827625,-1.7442025644768808,2.2184204613244023,2.047798761728996,0.8167726504973223,1,0,0,1,0,0,0,0,1,0,0,1,0.5485759683933331
-1.400465885988272,-1.7360709263454628,2.9845804542661543,2.4377458287792213,0.4784308530377926,1,0,0,1,0,0,0,0,1,1,0,0,0.7310668857961362
-1.3220139378088291,-1.6848718715414432,2.8490681625422885,2.4391999945085607,0.6759835054183078,1,0,0,0,0,1,0,0,1,0,0,1,0.7414341063062461
-1.3908691572404068,-1.7208268433048095,2.6032936996094262,2.222864374152546,0.6060970399637737,1,0,0,1,0,0,0,0,1,0,0,1,0.7759388537719356
-1.438846182523804,-1.814908791783855,2.542642456156514,2.23257944120515,0.7122399537790011,1,0,0,1,0,0,0,0,1,0,0,1,0.726721074157947
-1.7704069475488613,-1.759192587212652,2.3456475675078305,2.113400151657728,0.7622454557471716,1,0,0,0,0,1,0,0,1,0,0,1,0.7450782609719387
-0.7946207366815319,-1.0083823053906416,0.4029363266911084,0.4083503771033105,0.21953763197855872,0,1,0,1,0,0,0,1,0,0,0,1,0.7654992020068075
-2.4001801860354837,-0.9755610772010068,0.3480485541908505,0.3879190997112091,0.2584509611091093,0,1,0,0,1,0,0,1,0,0,1,0,0.8592627034126463
-0.5416397673207862,-0.9888166242716172,0.3282273524030615,0.406484218249044,0.3232331975037573,0,1,0,1,0,0,0,1,0,0,1,0,0.7383961896936133
-0.2432133643026744,-0.7247984022235553,0.5079414185137031,0.4775915908300572,0.2040572061363352,0,1,0,0,0,1,0,1,0,0,0,1,0.744665480175878
-0.3905832230243331,-1.2731420453654037,0.3095489245980743,0.4630587127427391,0.4606973029318125,0,1,0,0,0,1,0,1,0,0,1,0,0.6153813664087175
-0.9662018098972366,-0.9740439602059654,0.4683316878800478,0.4858460475059974,0.2771107921613361,0,1,0,0,0,1,0,1,0,0,1,0,0.5143341059802513
-0.96220074971082,-1.140726671509505,0.4809777860504156,0.5140822507715425,0.3141537086185572,0,1,0,0,0,1,0,1,0,0,1,0,0.5929444357594206
-0.6006230368012324,-1.06492496902464,0.30890390763120923,0.28080970180318265,0.1052528564956288,0,1,0,1,0,0,0,1,0,0,0,1,0.8133153146126383
-0.7419007956855196,-1.1176302386721093,0.5461866184386385,0.4482032029310488,0.09163876441740637,0,1,0,0,0,1,0,1,0,0,0,1,0.6450796404507895
-0.124827782656527,-0.9115611615053544,0.4877250360277746,0.5592963972977621,0.3928711237281901,0,1,0,0,0,1,0,1,0,0,1,0,0.5796521929170559
0.09791589656911688,-0.9256231765292516,0.3428672846290454,0.4404153008614521,0.3685471125138843,0,1,0,1,0,0,0,1,0,0,1,0,0.727152318337517
0.05471339191284123,-1.3012396149989496,0.29706529952233585,0.3941287688817569,0.3438480603475389,0,1,0,0,0,1,0,1,0,0,1,0,0.7625017132208409
-1.0758462675821088,-0.9212295318675076,0.449062907027234,2.329736613960367,3.9103558449439153,0,1,0,1,0,0,0,1,0,0,1,0,0.425166373018055
-0.5843296013871889,-0.8774296899121875,0.4198190946007264,0.549154719046883,0.4706098159860779,0,1,0,0,0,1,0,1,0,0,1,0,0.4221267652703196
0.07263381809523807,-1.0203016921052879,0.2774809461475859,0.3926006667350254,0.3689995332513493,0,1,0,1,0,0,0,1,0,0,1,0,0.75731217736378
-0.4771435260284296,-1.1230858571098847,0.39671196748689214,0.3684445554783563,0.15044885035453204,0,1,0,1,0,0,0,1,0,0,0,1,0.8302938524332296
-0.6602524951457799,-0.6954703033790721,0.3935611579477017,0.4655614684462474,0.3448792711643953,0,1,0,0,1,0,0,1,0,0,1,0,0.6704815665806415
-0.08432967671206554,-0.989711838693098,0.6208495085367342,0.5976005118134693,0.27649305164875343,0,1,0,0,1,0,0,1,0,0,0,1,0.4592316047525629
0.05129503202707427,-1.0818949512409874,0.4868930237584461,0.4835644601749684,0.2459797308503195,0,1,0,1,0,0,0,1,0,0,0,1,0.6355326439803812
-0.07855527464830565,-1.0298576997358608,0.3758788474481948,0.4980216501620164,0.4337587900517129,0,1,0,0,0,1,0,1,0,0,1,0,0.6101730886914718
-0.4218252562651786,-0.8425769864203768,0.4377387928852967,2.4459896218679558,4.153948856774661,0,1,0,1,0,0,0,1,0,0,1,0,0.5619369097814199
-0.9871347189735038,-1.0300673085609384,0.4509187788587437,0.3871345885666735,0.1091091082333432,0,1,0,1,0,0,0,1,0,0,0,1,0.7227857504686638
-0.12421202913630397,-0.9863990655282098,0.3315786701220325,0.3698925499732976,0.2468662456334713,0,1,0,1,0,0,0,1,0,0,1,0,0.8008369333790666
-0.7258225746444734,-0.8538792079437314,0.3978596195222447,0.4141619733125143,0.2381960795874951,0,1,0,1,0,0,0,1,0,0,1,0,0.7092944253477046
-0.4012099339830574,-1.259758559782454,0.32326597805840923,-0.7301581234083215,-1.8922379972619503,0,1,0,1,0,0,0,1,0,0,0,0,0.6793249549602337
0.25862609943863296,-0.8521974807687583,0.4094899403834722,0.4804645436502199,0.35113379377572107,0,1,0,1,0,0,0,1,0,0,1,0,0.6433757805771372
-0.508344094200947,-0.9040277740408584,0.47053417855577,0.4952505900725998,0.2923358913236723,0,1,0,1,0,0,0,1,0,0,1,0,0.592507951269314
-0.10542935847096717,-0.5653406427470817,0.3894348840016581,0.4278436930391856,0.27705440538472736,0,1,0,1,0,0,0,1,0,0,1,0,0.6852763219159775
-0.6454426365260815,-0.71123951515973,0.2894599030500406,-0.7197741718334488,-1.8233592901968905,0,1,0,1,0,0,0,1,0,0,0,0,0.7919212793384452
0.10201411924932456,-0.9609895796652692,0.3913150491651447,0.4343984886392794,0.28717021507345314,0,1,0,1,0,0,0,1,0,0,1,0,0.7296670369661705
-0.4661082828148848,-1.1079113114587038,0.36785289784111336,0.4346169301578542,0.32130866012539866,0,1,0,1,0,0,0,1,0,0,1,0,0.5353895214690854
0.5114276516913622,-1.1185608747445468,0.5316214193666167,0.5645340085107796,0.3400408153613672,0,1,0,1,0,0,0,1,0,0,1,0,0.4469235450083109
