,0
174,0.5771948772331476
175,0.5763536006986785
176,0.5771948772331476
177,0.5771948772331476
178,0.5771948772331476
179,0.6148762195897448
180,0.5771948772331476
181,0.5763536006986785
182,0.5771948772331476
183,0.5771948772331476
184,0.5771948772331476
185,0.5763536006986785
186,0.6148762195897448
187,0.5771948772331476
188,0.5771948772331476
189,0.5763536006986785
190,0.5777547959613429
191,0.5771948772331476
192,0.5771948772331476
193,0.5771948772331476
194,0.5771948772331476
195,0.5771948772331476
196,0.5771948772331476
197,0.6148928859013529
198,0.5777547959613429
199,0.6148762195897448
200,0.5771948772331476
201,0.5771948772331476
202,0.6148762195897448
203,0.6148762195897448
204,0.5763536006986785
205,0.6217106463305822
206,0.5763536006986785
207,0.6217106463305822
208,0.6148762195897448
209,0.6217106463305822
210,0.5777547959613429
211,0.5763536006986785
212,0.5763536006986785
213,0.5763536006986785
214,0.5771948772331476
215,0.5771948772331476
216,0.6217106463305822
217,0.5771948772331476
218,0.5777547959613429
219,0.6139749318770256
220,0.5777547959613429
221,0.5771948772331476
222,0.5771948772331476
223,0.5771948772331476
224,0.5771948772331476
225,0.5771948772331476
226,0.5763536006986785
227,0.5771948772331476
228,0.5763536006986785
229,0.5771948772331476
230,0.5763536006986785
231,0.6148928859013529
232,0.5771948772331476
233,0.6217106463305822
234,0.6148762195897448
235,0.6148928859013529
236,0.6148762195897448
237,0.5771948772331476
238,0.5763536006986785
239,0.5771948772331476
240,0.5771948772331476
241,0.6148762195897448
242,0.5769135194268737
243,0.5763536006986785
244,0.5771948772331476
245,0.6117391300164651
246,0.5730960643343693
247,0.618094578225103
248,0.5730960643343693
249,0.6117578213210235
250,0.6120655621796832
251,0.5730960643343693
252,0.5727500746789954
253,0.5730960643343693
254,0.6120655621796832
255,0.6186094277217422
256,0.5730960643343693
257,0.5727687659835538
258,0.6181159379790994
259,0.6120655621796832
260,0.6186094277217422
261,0.5730960643343693
262,0.6117578213210235
263,0.5730960643343693
264,0.5730960643343693
265,0.5730960643343693
266,0.5730960643343693
267,0.5730960643343693
268,0.5727687659835538
269,0.5730960643343693
270,0.5730960643343693
271,0.6120655621796832
272,0.5727687659835538
273,0.5730960643343693
274,0.5730960643343693
275,0.5730960643343693
276,0.5730960643343693
277,0.5730960643343693
278,0.5727500746789954
279,0.5730960643343693
280,0.5730960643343693
281,0.6120655621796832
282,0.6186094277217422
283,0.5730960643343693
284,0.5730960643343693
285,0.5730960643343693
286,0.6120655621796832
287,0.5730960643343693
288,0.5730960643343693
289,0.6117578213210235
290,0.5730960643343693
291,0.6120655621796832
292,0.6120655621796832
293,0.5730960643343693
294,0.5727687659835538
295,0.5727687659835538
296,0.5727687659835538
297,0.6120655621796832
298,0.5727500746789954
299,0.5730960643343693
300,0.5730960643343693
301,0.6120655621796832
302,0.5730960643343693
303,0.5730960643343693
304,0.5730960643343693
305,0.6120655621796832
306,0.5730960643343693
307,0.5730960643343693
308,0.5730960643343693
309,0.5730960643343693
310,0.6186307874757386
311,0.6120655621796832
312,0.5730960643343693
313,0.618094578225103
314,0.5727687659835538
315,0.618094578225103
316,0.5730960643343693
317,0.6120655621796832
318,0.6186094277217422
319,0.5730960643343693
320,0.6120655621796832
321,0.6186094277217422
322,0.6120655621796832
323,0.5730960643343693
324,0.5730960643343693
325,0.5730960643343693
326,0.5730960643343693
327,0.6120655621796832
328,0.6186094277217422
329,0.6120655621796832
330,0.5730960643343693
331,0.6186094277217422
332,0.6186094277217422
333,0.5730960643343693
334,0.5730960643343693
335,0.5730960643343693
336,0.6186094277217422
337,0.5730960643343693
338,0.5727500746789954
339,0.6120655621796832
340,0.5730960643343693
341,0.618094578225103
342,0.5730960643343693
343,0.5727687659835538
344,0.6120655621796832
345,0.5730960643343693
346,0.5730960643343693
347,0.6186094277217422
348,0.5730960643343693
349,0.5730960643343693
350,0.6117578213210235
351,0.6120655621796832
352,0.5730960643343693
353,0.5730960643343693
354,0.6120655621796832
355,0.5730960643343693
356,0.5730960643343693
357,0.6120655621796832
358,0.5730960643343693
359,0.6120655621796832
360,0.6120655621796832
361,0.5730960643343693
362,0.5727687659835538
363,0.5730960643343693
364,0.5730960643343693
365,0.6186094277217422
366,0.6120655621796832
367,0.5727500746789954
368,0.6186094277217422
369,0.5730960643343693
370,0.6186094277217422
371,0.5730960643343693
372,0.5730960643343693
373,0.6120655621796832
374,0.6117578213210235
375,0.5730960643343693
376,0.6117578213210235
377,0.6186094277217422
378,0.5730960643343693
379,0.5730960643343693
380,0.5730960643343693
381,0.5730960643343693
382,0.6186094277217422
383,0.6186094277217422
384,0.5730960643343693
385,0.5730960643343693
386,0.5730960643343693
387,0.5727687659835538
388,0.5730960643343693
389,0.5730960643343693
390,0.5730960643343693
391,0.5730960643343693
392,0.6186094277217422
393,0.5730960643343693
394,0.5727687659835538
395,0.6120655621796832
396,0.6186094277217422
397,0.5730960643343693
398,0.5730960643343693
399,0.6186094277217422
400,0.6120655621796832
401,0.5730960643343693
402,0.5730960643343693
403,0.5727687659835538
404,0.5730960643343693
405,0.6120655621796832
406,0.5730960643343693
407,0.6120655621796832
408,0.5727500746789954
409,0.5730960643343693
410,0.6120655621796832
411,0.6120655621796832
412,0.5730960643343693
413,0.5730960643343693
414,0.5727687659835538
415,0.6186094277217422
416,0.5730960643343693
417,0.5730960643343693
418,0.5730960643343693
419,0.6120655621796832
420,0.5730960643343693
421,0.5727500746789954
422,0.6120655621796832
423,0.6120655621796832
424,0.5730960643343693
425,0.5730960643343693
426,0.5730960643343693
427,0.5730960643343693
428,0.5730960643343693
429,0.5730960643343693
430,0.5730960643343693
431,0.6120655621796832
432,0.5730960643343693
433,0.5730960643343693
434,0.5727687659835538
435,0.5730960643343693
436,0.618094578225103
437,0.5730960643343693
438,0.5730960643343693
439,0.5730960643343693
440,0.6120655621796832
441,0.6120655621796832
442,0.6186094277217422
443,0.5730960643343693
444,0.6120655621796832
445,0.6117391300164651
446,0.5730960643343693
447,0.5730960643343693
448,0.5730960643343693
449,0.5730960643343693
450,0.5727687659835538
451,0.5730960643343693
452,0.5730960643343693
453,0.5730960643343693
454,0.5730960643343693
455,0.5730960643343693
456,0.5730960643343693
457,0.5730960643343693
458,0.5730960643343693
459,0.5730960643343693
460,0.6120655621796832
461,0.6120655621796832
462,0.5727687659835538
463,0.5730960643343693
464,0.5730960643343693
465,0.6186094277217422
466,0.5730960643343693
467,0.6186094277217422
468,0.6117391300164651
469,0.5730960643343693
470,0.5730960643343693
471,0.5727687659835538
472,0.5730960643343693
473,0.5730960643343693
474,0.5730960643343693
475,0.6120655621796832
476,0.5730960643343693
477,0.6186094277217422
478,0.5727687659835538
479,0.5730960643343693
480,0.5730960643343693
481,0.5730960643343693
482,0.5730960643343693
483,0.618094578225103
484,0.5730960643343693
485,0.5730960643343693
486,0.5730960643343693
487,0.6186094277217422
488,0.5730960643343693
489,0.6120655621796832
490,0.5730960643343693
491,0.5730960643343693
492,0.5730960643343693
493,0.5730960643343693
494,0.6120655621796832
495,0.5730960643343693
496,0.5730960643343693
497,0.6120655621796832
498,0.5730960643343693
499,0.6120655621796832
500,0.5730960643343693
501,0.5730960643343693
502,0.5730960643343693
503,0.5730960643343693
504,0.5727687659835538
505,0.5730960643343693
506,0.5730960643343693
507,0.5727500746789954
508,0.5730960643343693
509,0.5730960643343693
510,0.5730960643343693
511,0.6117391300164651
512,0.5730960643343693
513,0.5730960643343693
514,0.5730960643343693
515,0.5730960643343693
516,0.6186094277217422
517,0.5730960643343693
518,0.6186094277217422
519,0.5730960643343693
520,0.5730960643343693
521,0.5730960643343693
522,0.5730960643343693
523,0.6186094277217422
524,0.6120655621796832
525,0.5730960643343693
526,0.6186094277217422
527,0.5730960643343693
528,0.5727687659835538
529,0.6117578213210235
530,0.5730960643343693
531,0.6117578213210235
532,0.5730960643343693
533,0.6120655621796832
534,0.5730960643343693
535,0.5730960643343693
536,0.6120655621796832
537,0.5730960643343693
538,0.5730960643343693
539,0.5730960643343693
540,0.6186094277217422
541,0.5730960643343693
542,0.5727687659835538
543,0.5727687659835538
544,0.6120655621796832
545,0.5730960643343693
546,0.5730960643343693
547,0.5730960643343693
548,0.5727500746789954
549,0.6120655621796832
550,0.5727500746789954
551,0.618094578225103
552,0.6117578213210235
553,0.5727687659835538
554,0.5727687659835538
555,0.6120655621796832
556,0.5730960643343693
557,0.6120655621796832
558,0.5730960643343693
559,0.5727687659835538
560,0.5730960643343693
561,0.5730960643343693
562,0.5730960643343693
563,0.5730960643343693
564,0.6120655621796832
565,0.5727500746789954
566,0.5730960643343693
567,0.5730960643343693
568,0.6120655621796832
569,0.6120655621796832
570,0.5730960643343693
571,0.5730960643343693
572,0.5727687659835538
573,0.5730960643343693
574,0.5730960643343693
575,0.5730960643343693
576,0.6120655621796832
577,0.5730960643343693
578,0.5730960643343693
579,0.5730960643343693
580,0.6120655621796832
581,0.5727687659835538
582,0.5730960643343693
583,0.6186094277217422
584,0.5730960643343693
585,0.5730960643343693
586,0.6120655621796832
587,0.5730960643343693
588,0.5727500746789954
589,0.6120655621796832
590,0.6120655621796832
591,0.5730960643343693
592,0.5730960643343693
593,0.5730960643343693
594,0.6117578213210235
595,0.6186094277217422
596,0.5730960643343693
597,0.6186307874757386
598,0.6186094277217422
599,0.5730960643343693
