capacity,failure_rate,margin,price,prod_cost,market_share,product_type:_auto-portee,product_type:_electrique,product_type:_essence,Quality:_Basic,Quality:_High,Quality:_Medium,Warranty_years:_1,Warranty_years:_2,Warranty_years:_3,Perc_Margin:_High,Perc_Margin:_Low,Perc_Margin:_Medium,Perc_Margin:_negtive,attractiveness
-1.3474785066937567,-1.7584871194964904,2.2085214624251908,1.895233044317575,0.5326676327747014,1.9782327795075638,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5817009585977482
-1.542326377564329,-1.827321963089863,2.911254246087049,2.4283949458222485,0.5655039164035172,3.597320208984475,1,0,0,0,1,0,0,0,1,0,0,1,0,0.8782460325815217
-1.303930112730368,-1.7406398536235304,2.580609230936755,2.2552658239058903,0.7020490031457909,2.676264502602357,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7095494399086322
-0.954150774833005,-1.8291591157013294,3.116074652749493,2.7116796611901823,0.8251475293466948,3.271016566369255,1,0,0,0,0,1,0,0,1,0,0,1,0,0.8184816640373429
-0.666583259281163,-1.7270087229017006,2.464988858569277,2.1514789305830857,0.665230954808524,2.342225454041349,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6483682877573884
-1.3827362952248228,-1.7188596803678768,2.3150888633251325,2.157447935810112,0.8922847561867482,2.6084739614718737,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6971332166281923
-1.2369892136988057,-1.7451128857806923,2.7028692759137605,2.5137627178813435,1.0318481412528029,2.2704263268270486,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6352178691301411
-1.6917816269814958,-1.7825136764593552,2.2467703324193904,1.9741981348492355,0.6321192102757266,2.8303012040248974,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7377621381162401
-1.3478131667765307,-1.7528275050242281,2.522475519151059,2.1930040672693396,0.663830553225426,4.004792980887528,1,0,0,0,1,0,0,0,1,0,0,1,0,0.952876988940316
-0.9720395343098375,-1.7996424227894319,2.7297304780314713,2.444022241063551,0.85688184620864,2.790792823021213,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7305259533652401
-1.8693897543822824,-1.7953960711124342,2.5239345172209693,2.164500386942733,0.6059978763731739,1.9879622392088674,1,0,0,1,0,0,0,0,1,0,0,1,0,0.583482964494661
-1.4342938944334336,-1.6894540681665111,2.4347485615821483,2.1075163790946676,0.622716613816304,3.030355361729759,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7744031952434124
-1.4117856726544407,-1.7653208321191862,2.6218508838067387,2.2671459614437954,0.6660219627011696,3.586049832950591,1,0,0,0,0,1,0,0,1,0,0,1,0,0.8761817990917512
-1.4278592783780417,-1.7580161450174832,2.5308246853014342,2.218127624366306,0.7009609692518897,3.300413865588635,1,0,0,1,0,0,0,0,1,0,0,1,0,0.8238659466358129
-1.5244932360487873,-1.8015689957903132,2.464955395992107,2.066874918136487,0.4998436458110842,2.7020422921948914,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7142707887269144
-1.5992299840587552,-1.717280941378178,2.41245171339975,2.02085480461206,0.4852948018641901,2.3214803135136446,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6445686972469615
-1.8179809953721582,-1.7833427430507904,2.6017795364831784,2.42336700113965,1.0003371502499097,2.0536715585699428,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5955180001675949
-0.4877490241535455,-1.7714026557556664,2.659142787512516,2.2282089609182263,0.5363018163826403,2.456886203927635,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6693690564243707
-1.7492509524455184,-1.8207363614576983,2.5811168132928994,2.2120134562628433,0.6167436504338555,2.236757241405543,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6290511845858036
-2.003303566380578,-1.8014372129125178,2.9800093427963974,2.508472685560882,0.6232986818963645,1.9775841443102988,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5815821573711686
-1.4883365633600434,-1.7568240439734844,2.4361376645493094,2.0841032041409693,0.5749383814059887,2.5139133412588666,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6798139010640678
-1.1354067207611769,-1.663227199135532,2.2635002957753145,-0.7336643141669746,-4.686895775648076,3.758863507013148,1,0,0,0,0,1,0,0,1,0,0,0,1,0.9078336066639
-1.6532938807806417,-1.6850817121334716,2.908610416928897,2.5373729710697557,0.7823992062654495,3.3126995098027137,1,0,0,0,1,0,0,0,1,0,0,1,0,0.826116132268827
-1.3973678261733364,-1.6917411834619622,2.486790273577453,2.297447414021754,0.9193338466223738,2.3752342590822764,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6544140381935709
-1.225174941421275,-1.711477166736699,2.7081822914706826,2.4161554099646625,0.8333520590405521,2.3084933148705455,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6421900545601431
-1.588189487863176,-1.8011704413465743,2.306015802999868,2.032834170355429,0.6616504780464325,2.6510471842188936,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7049307445809118
-1.549133910065423,-1.7727066905858857,3.1608125530383435,2.5989180104370146,0.5403713599028608,3.792797067694556,1,0,0,0,1,0,0,0,1,1,0,0,0,0.9140487313567351
-0.823884654053465,-1.7939124385665364,2.0686665092821417,1.9608881298324068,0.8619989969215691,2.5929212212936803,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6942846437822632
-1.4002328584912476,-1.6832671206154304,2.517735828354976,2.0455596332953303,0.3823266475113234,2.6760027077040442,1,0,0,1,0,0,0,0,1,1,0,0,0,0.7095014906836088
-1.2911992618906538,-1.7745071418938363,2.9096260452493086,2.612911876260287,0.9286493164403847,2.7638734400988367,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7255955152338708
-1.6838279659963489,-1.7753761650517283,2.716788933208788,2.471737437715067,0.9296712711755827,3.538207815777346,1,0,0,0,1,0,0,0,1,0,0,1,0,0.8674192614647641
-1.3872880608889766,-1.8545137993219263,2.752341684121297,2.3633780041673047,0.6667008024221351,2.146631220296235,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6125440910767412
-1.8098870530909141,-1.7831987609627877,2.881245851712516,2.401199515526612,0.5554429371760983,2.8956677457006754,1,0,0,0,0,1,0,0,1,0,0,1,0,0.749734392105989
-0.6795316209038444,-1.6916257452897328,2.684906430216022,2.3091930159085345,0.657640538580031,2.6781842651385284,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7099010553390009
-1.8716913032669156,-1.7986218250407044,2.53246261438735,2.2976196281598034,0.8540468561209805,3.4284079985443157,1,0,0,0,0,1,0,0,1,0,0,1,0,0.8473088002679321
-1.3093832083450987,-1.751097219450215,3.086611342371523,2.6168288635502313,0.6820094851491547,3.249552026913275,1,0,0,0,0,1,0,0,1,0,0,1,0,0.8145503115204142
-1.6146590069814684,-1.6946352797434523,2.4652461930066263,0.38315186228040127,-2.7929402432469828,2.6219447480903755,1,0,0,1,0,0,0,0,1,0,0,0,1,0.6996004678350611
-1.3812256483935366,-1.69852499462713,2.4369990465642535,2.2393030165311028,0.8771797186765261,3.099025441994149,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7869805111200813
-1.4613450752549455,-1.7682266613371052,2.8899713109576104,0.6334446803622753,-2.913776632106955,2.7702878701969498,1,0,0,0,0,1,0,0,1,0,0,0,1,0.7267703545991689
-2.401497711158173,-1.7387417404239842,2.4087642714247446,2.066651452411606,0.5801442032110841,2.8452493579391827,1,0,0,1,0,0,0,0,1,0,0,1,0,0.740499977548336
-1.5803491388900763,-1.7225762490484648,2.60240931063468,2.394002630919652,0.9420129333823178,2.825035453216707,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7367976858979314
-1.120514645588113,-1.8570927841937461,2.7756693250928275,2.353572076266502,0.6140081763339802,2.0647465772236506,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5975464528417637
-1.4437996699115534,-1.726842221494296,2.4197098154373493,2.3024408690123095,1.0254818187682966,2.9014108501891442,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7507862743665904
-0.952229070852707,-1.7897163345209381,2.8078783064208452,2.548494840123046,0.9488826917811698,3.7531397931143315,1,0,0,0,1,0,0,0,1,0,0,1,0,0.90678527590011
-2.4009233705609474,-1.7501703193429101,2.584550529763805,2.2397934857997592,0.6661312579866243,2.406635096015015,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6601652801227235
-1.4823746587052151,-1.6774450101918643,2.733820781623513,2.3901659893347706,0.7456937815909078,3.153181676272337,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7968995335325377
-1.1378354450209855,-1.7124894041308483,2.629288225506429,2.2542756942399738,0.6301690825437118,3.3022147220991647,1,0,0,0,0,1,0,0,1,0,0,1,0,0.8241957837511079
-0.7479212550735498,-1.7100904268011485,2.8073457826556507,2.464073553392652,0.7845697560796494,2.27450776257936,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6359654073081876
-2.401446447774291,-1.7601943990723783,2.8148906374597793,2.5154311676690386,0.8741541304455825,1.6793987602072118,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5269678078432386
-1.0756333004048597,-1.7558191178374676,2.5037546728911453,2.2602917479878033,0.822304260494517,2.668408888481411,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7081106394904012
-1.4954543472116302,-1.7206397771548072,2.703974654948684,2.3591213984746946,0.7278729694534963,2.5167986690070423,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6803423652562867
-1.419400818032025,-1.7685351175866433,2.645466650101566,2.3527402717944557,0.799461766277947,2.6815306351358585,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7105139620421035
-1.354762985411211,-1.7293698088321738,2.5159642359931818,2.155362621022104,0.5995818131829412,2.917854089451457,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7537979471859829
-1.8267121719939494,-1.7219744502341632,2.676544938592074,2.3684247884279577,0.785476945073257,2.945136834264347,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7587949371148299
-1.5934761594016862,-1.7965084442709918,2.8696793111811796,2.545992171586223,0.85519094163295,3.5707917722886258,1,0,0,0,1,0,0,0,1,0,0,1,0,0.8733871984757029
-1.4889488333491858,-1.748927470421711,2.8054778079183516,2.3731423186004106,0.6094460400724746,2.3822351504415256,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6556962912753279
-0.40808984390537834,-1.8199541738536298,2.3790851402632587,2.1518639884464,0.7894135980575788,2.048572204890214,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5945840245300266
-1.7659474076513828,-1.6752752966262257,2.9256965405041955,2.526104272846116,0.735814314200037,1.879294102136325,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5635797769575512
-1.8137727774865926,-1.6689099516109478,2.419294330187943,2.106531393843575,0.6429957871962723,3.090287457412848,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7853800995320747
-1.3923671544839742,-1.779529861554793,2.4836567071200797,2.2321018447924637,0.7960590036120372,2.64360189678914,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7035670978305937
-1.5670412692083215,-1.764327159978296,2.82710879745655,2.4489354106610977,0.7265722619208604,2.9566509297130996,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7609038092019964
-1.4998314410305578,-1.7442662503743698,2.7563010568119193,2.464679614835391,0.8590978382816283,2.698693113842216,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7136573676575533
-1.4725418803998742,-1.7542355965648646,2.455229518788873,2.131417649704938,0.6400255463690654,2.6218416853634086,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6995815913102751
-0.7599205700141995,-1.6773697240348648,2.6547571633450824,2.3945340693734503,0.8678367461721374,2.6071766461213848,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6968956059410936
-1.09409831245041,-1.6831190319888332,2.9586713337273323,2.6372031090697186,0.9056784773142944,2.033814741589027,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5918811111685923
-1.8933650867743925,-1.7939360504713135,2.6827564385220724,2.269700477042203,0.5835056888040799,2.341208818013476,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6481820850850609
-1.3466199311457743,-1.7712798635547518,2.39173247001313,2.2424385052832494,0.9483516015382742,2.537877671732863,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6842031045276997
-1.5910718534638941,-1.704558247319337,2.559587999738474,2.179479057549193,0.584059026883113,2.7167943648357613,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7169727147582431
-1.4391202354642565,-1.703141025315742,2.753255351029209,2.4377559086348337,0.8108271841291059,2.474746033121303,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6726401857489215
-1.5032564502842107,-1.70773327650412,2.7404990912922544,2.4123864117588245,0.7795481334661305,3.2288851619194445,1,0,0,0,0,1,0,0,1,0,0,1,0,0.8107650576193399
-1.484313674316289,-1.7681962375347027,2.6497778937151906,2.3731358829395344,0.8331489566679244,3.5732236829391124,1,0,0,0,1,0,0,0,1,0,0,1,0,0.87383261674691
-1.1208688898666723,-1.774317886904223,2.326423015481954,2.0073678898040126,0.5825316498412002,3.08071263723846,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7836264167442879
-1.711167720114792,-1.7321361404318247,2.7458026700853178,2.4867700543316347,0.9173781447755771,2.167837546092076,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6164281502927921
-1.9250630458416542,-1.8029813695823558,2.4319984922120117,2.1163589590460425,0.6439588714139166,2.0994940297284868,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6039106464524344
-0.9895770937171869,-1.7174808691831422,2.9309608078698606,0.3467634801929283,-3.533250687199575,3.1849569986043784,1,0,0,0,1,0,0,0,1,0,0,0,1,0.8027193645930859
-2.4016219647485952,-1.762241731228659,2.592393142174411,2.279323020976833,0.7321590788061108,2.0705962397621023,1,0,0,1,0,0,0,0,1,0,0,1,0,0.598617851815447
-0.864989178241454,-1.7420896027750572,2.6968257787992402,2.2759957034668297,0.5756000688781123,2.1786959740140865,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6184169331422275
-1.4502518000787128,-1.7609253430051606,2.489023337663358,-0.703311725030058,-4.951584071100716,2.5195831215028117,1,0,0,1,0,0,0,0,1,0,0,0,1,0.68085235357213
-1.5819885759463788,-1.7177777892787918,2.6258351491072247,2.308004940492612,0.7401932075666271,2.4231677596811854,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6631933315304336
-1.7866827348220515,-1.714414351061233,2.426076183592417,2.2319698320507007,0.8785347296913878,3.2795296017522197,1,0,0,0,0,1,0,0,1,0,0,1,0,0.8200408748998986
-2.4015187349373477,-1.8300610470201075,2.738982091924063,2.350878117755838,0.6614539858548637,3.4714393912434693,1,0,0,0,1,0,0,0,1,0,0,1,0,0.8551902446539947
-0.8388579590074939,-1.7430707128404923,2.4702939796828267,0.5809311558550754,-2.41345381837834,2.99438009121822,1,0,0,1,0,0,0,0,1,0,0,0,1,0.76781411977954
-1.3780393470763916,-1.8686446288718752,2.639320249056556,2.074090208921202,0.263418497311235,2.7899226580583854,1,0,0,1,0,0,0,0,1,1,0,0,0,0.7303665777017758
-1.5581459374016764,-1.715548657208028,2.5546366897065087,2.2624992441357468,0.7535116186558681,2.9350660801230957,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7569504211995561
-2.0246808355841575,-1.7739091815623735,2.4039456157922645,2.21954514705127,0.8860374306828384,2.289370209888675,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6386875490879829
-1.2621367998049524,-1.85842330231029,2.8978531408328814,2.5395622574603642,0.802136614526226,3.3106894470150254,1,0,0,0,1,0,0,0,1,0,0,1,0,0.8257479778336586
-0.9097772778114083,-1.7523116153115517,2.261345296156795,1.9616145226772008,0.5865712535784684,3.065041290668427,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7807561204629209
-1.7747281935473025,-1.765443797344324,2.4702028159092344,2.028951445480099,0.41814808153074184,3.2100416978026822,1,0,0,1,0,0,0,0,1,1,0,0,0,0.8073137699625509
-1.9088141950010908,-1.72249288810569,2.661960990725149,2.307425448261584,0.6871530937760467,2.8086330937460833,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7337935004449594
-1.6467115559837466,-1.7173520418917727,2.5954685519780645,2.3108428875027474,0.7893744232126972,1.6320088933968446,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5182880841275762
-1.2250663273606728,-1.6691330695022712,2.462960687071494,2.3333486145157925,1.0237745999298036,2.541016087032763,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6847779231448766
-1.5479206290841163,-1.7328566290560243,2.5855159583817042,2.358343143338286,0.8965570796934973,2.010404947318242,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5875934741654333
-1.6945570292353074,-1.7394834511637964,2.4030025562120003,2.1676656761167483,0.7859469054444012,3.307276425900953,1,0,0,0,0,1,0,0,1,0,0,1,0,0.8251228635993347
-1.407780051525411,-1.7753540300879531,2.6886158877185804,2.4637890980398245,0.9546091145540839,2.625806340045789,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7003077403709755
-1.5144771502181653,-1.7792603660237705,2.6001397892113447,2.2714990717277925,0.7057293891716133,3.7283186722802064,1,0,0,0,1,0,0,0,1,0,0,1,0,0.9022391464075884
-1.3063066813721205,-1.7664446580197721,2.481407774702654,2.1548555825702436,0.6482423710805376,3.2436334523447,1,0,0,0,1,0,0,0,1,0,0,1,0,0.8134662909163614
-1.1222750277797016,-1.8188943550334091,2.7888698423901697,2.4131489341787264,0.7115382591530006,1.9110430824511944,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5693947833277904
-1.655763303245715,-1.8184935939073554,2.8657665199010736,2.321329377538468,0.4215054923117427,3.671502749275952,1,0,0,0,0,1,0,0,1,1,0,0,0,0.8918329868735129
-2.4016042784840317,-1.7566060369250933,2.294189711189015,2.0232859523891116,0.6599719873830939,2.31948528312498,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6442032960811964
-1.3725551199783645,-1.736836537392862,2.629096625464613,2.2498587336492752,0.6218074192409337,2.3249925700658083,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6452119870163396
-1.776439965719293,-1.7478573758129963,2.5437821122805304,-0.7152135109748159,-5.053536392062275,3.2279322843784333,1,0,0,0,1,0,0,0,1,0,0,0,1,0.8105905326766146
-1.743574007031882,-1.809882955007911,2.2899491664358513,2.0904453460972086,0.7973889985809988,2.789832933266255,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7303501440956369
-2.40150963295096,-1.7644197837560882,2.607891601444428,2.2849881928715314,0.7209680330197653,3.2833879225036164,1,0,0,0,0,1,0,0,1,0,0,1,0,0.8207475482961869
-1.9783343686820223,-1.7203881037923414,2.5387506693101036,2.1742206236173045,0.6037165026245478,2.96443735999665,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7623299382068094
-1.7109046427503272,-1.6803819577133765,2.5597669409627564,2.1964568069611046,0.6170003497360885,2.5246802292105706,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6817859178471544
-1.6955155701944111,-1.7626605786215492,2.6412376774835176,2.3262709425100803,0.7537797668798183,2.2707080024949198,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6352694596312145
-1.0919407567785508,-1.759276603899038,2.754658654689488,2.411884982913283,0.7582226413442423,3.6510192929535803,1,0,0,0,0,1,0,0,1,0,0,1,0,0.8880813253140604
-1.736039884641586,-1.7228474045904347,2.4300146940883214,2.2082239102088606,0.8264427564926626,2.089697552243928,1,0,0,1,0,0,0,0,1,0,0,1,0,0.6021163658672424
-1.3730986290519787,-1.7969321659632034,2.586830676626235,2.316207375869985,0.8122754130020066,2.725347242289129,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7185392229226617
-1.225937679466469,-1.731199895664481,2.826714790583647,0.52586757199403,-3.0332444532071965,2.6769438018579432,1,0,0,0,0,1,0,0,1,0,0,0,1,0.7096738574319467
-0.7062330193827625,-1.7442025644768808,2.2184204613244023,2.0477987617289957,0.8167726504973223,1.7973757700788766,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5485759683933331
-1.400465885988272,-1.7360709263454628,2.9845804542661543,2.4377458287792213,0.4784308530377926,2.793746225306048,1,0,0,1,0,0,0,0,1,1,0,0,0,0.7310668857961362
-1.322013937808829,-1.6848718715414432,2.849068162542289,2.439199994508561,0.6759835054183078,2.850349547630844,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7414341063062461
-1.390869157240407,-1.7208268433048095,2.6032936996094262,2.222864374152546,0.6060970399637737,3.0387398052347523,1,0,0,1,0,0,0,0,1,0,0,1,0,0.7759388537719356
-1.438846182523804,-1.814908791783855,2.542642456156514,2.23257944120515,0.7122399537790011,2.770018807076697,1,0,0,1,0,0,0,0,1,0,0,1,0,0.726721074157947
-1.7704069475488613,-1.7591925872126521,2.3456475675078305,2.113400151657728,0.7622454557471716,2.8702460339593125,1,0,0,0,0,1,0,0,1,0,0,1,0,0.7450782609719387
-0.7946207366815319,-1.0083823053906416,0.40293632669110835,0.4083503771033105,0.21953763197855872,0.4432001549008848,0,1,0,1,0,0,0,1,0,0,0,1,0,0.7654992020068075
-2.400180186035484,-0.9755610772010069,0.34804855419085046,0.38791909971120914,0.25845096110910926,0.6441958884952542,0,1,0,0,1,0,0,1,0,0,1,0,0,0.8592627034126463
-0.5416397673207862,-0.9888166242716173,0.3282273524030615,0.40648421824904396,0.3232331975037573,0.38510089707849676,0,1,0,1,0,0,0,1,0,0,1,0,0,0.7383961896936133
-0.24321336430267437,-0.7247984022235553,0.5079414185137031,0.4775915908300572,0.2040572061363352,0.39854003513014497,0,1,0,0,0,1,0,1,0,0,0,1,0,0.744665480175878
-0.3905832230243331,-1.2731420453654037,0.3095489245980743,0.4630587127427391,0.46069730293181244,0.12140069093848144,0,1,0,0,0,1,0,1,0,0,1,0,0,0.6153813664087175
-0.9662018098972366,-0.9740439602059654,0.4683316878800478,0.4858460475059974,0.2771107921613361,-0.09520884190748409,0,1,0,0,0,1,0,1,0,0,1,0,0,0.5143341059802513
-0.9622007497108201,-1.140726671509505,0.48097778605041563,0.5140822507715425,0.3141537086185572,0.07330385935854913,0,1,0,0,0,1,0,1,0,0,1,0,0,0.5929444357594206
-0.6006230368012324,-1.06492496902464,0.30890390763120923,0.28080970180318265,0.1052528564956288,0.5457009626431335,0,1,0,1,0,0,0,1,0,0,0,1,0,0.8133153146126383
-0.7419007956855196,-1.1176302386721093,0.5461866184386385,0.44820320293104876,0.09163876441740638,0.1850632705997949,0,1,0,0,0,1,0,1,0,0,0,1,0,0.6450796404507895
-0.124827782656527,-0.9115611615053544,0.48772503602777456,0.559296397297762,0.3928711237281901,0.04480999915540099,0,1,0,0,0,1,0,1,0,0,1,0,0,0.5796521929170559
0.09791589656911688,-0.9256231765292516,0.3428672846290454,0.4404153008614521,0.36854711251388433,0.3609980197565697,0,1,0,1,0,0,0,1,0,0,1,0,0,0.727152318337517
